,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,215,14,26.5,,,,,,,
,215,15,26.5,,,,,,,
,215,16,26.4,,,,,,,
,215,17,26,,,,,,,
,215,18,25.2,,,,,,,
,215,19,24.2,,,,,,,
,215,20,23,,,,,,,
,215,21,21.8,,,,,,,
,215,22,20,,,,,,,
,215,23,18.2,,,,,,,
,215,24,16.5,,,,,,,
,216,1,15.5,,,,,,,
,216,2,14.3,,,,,,,
,216,3,13.7,,,,,,,
,216,4,13.1,,,,,,,
,216,5,12.7,,,,,,,
,216,6,12.6,,,,,,,
,216,7,13.6,,,,,,,
,216,8,15,,,,,,,
,216,9,16.6,,,,,,,
,216,10,18.4,,,,,,,
,216,11,20.1,,,,,,,
,216,12,21.6,,,,,,,
,216,13,22.8,,,,,,,
,216,14,23.7,,,,,,,
,216,15,24.3,,,,,,,
,216,16,24.5,,,,,,,
,216,17,24.4,,,,,,,
,216,18,23.8,,,,,,,
,216,19,22.8,,,,,,,
,216,20,21.6,,,,,,,
,216,21,20.2,,,,,,,
,216,22,18.8,,,,,,,
,216,23,17.4,,,,,,,
,216,24,16.1,,,,,,,
,217,1,15.3,,,,,,,
,217,2,14.4,,,,,,,
,217,3,13.9,,,,,,,
,217,4,13.4,,,,,,,
,217,5,13.1,,,,,,,
,217,6,13,,,,,,,
,217,7,14.2,,,,,,,
,217,8,15.9,,,,,,,
,217,9,17.9,,,,,,,
,217,10,19.9,,,,,,,
,217,11,21.8,,,,,,,
,217,12,23.5,,,,,,,
,217,13,25,,,,,,,
,217,14,26.1,,,,,,,
,217,15,26.9,,,,,,,
,217,16,27.3,,,,,,,
,217,17,27.3,,,,,,,
,217,18,26.7,,,,,,,
,217,19,25.6,,,,,,,
,217,20,24.1,,,,,,,
,217,21,22.6,,,,,,,
,217,22,21,,,,,,,
,217,23,19.4,,,,,,,
,217,24,17.8,,,,,,,
,218,1,16.6,,,,,,,
,218,2,15.3,,,,,,,
,218,3,14.7,,,,,,,
,218,4,14,,,,,,,
,218,5,13.5,,,,,,,
,218,6,13.4,,,,,,,
,218,7,14.5,,,,,,,
,218,8,16.2,,,,,,,
,218,9,18.3,,,,,,,
,218,10,20.4,,,,,,,
,218,11,22.5,,,,,,,
,218,12,24.3,,,,,,,
,218,13,25.8,,,,,,,
,218,14,27,,,,,,,
,218,15,27.7,,,,,,,
,218,16,28.1,,,,,,,
,218,17,28,,,,,,,
,218,18,27.3,,,,,,,
,218,19,26.1,,,,,,,
,218,20,24.6,,,,,,,
,218,21,23,,,,,,,
,218,22,21.6,,,,,,,
,218,23,20.3,,,,,,,
,218,24,19,,,,,,,
,219,1,18.3,,,,,,,
,219,2,17.6,,,,,,,
,219,3,17.2,,,,,,,
,219,4,16.8,,,,,,,
,219,5,16.5,,,,,,,
,219,6,16.5,,,,,,,
,219,7,17.5,,,,,,,
,219,8,19.3,,,,,,,
,219,9,21.1,,,,,,,
,219,10,23.1,,,,,,,
,219,11,25.1,,,,,,,
,219,12,26.8,,,,,,,
,219,13,28,,,,,,,
,219,14,28.9,,,,,,,
,219,15,29.4,,,,,,,
,219,16,29.7,,,,,,,
,219,17,29.5,,,,,,,
,219,18,28.7,,,,,,,
,219,19,27.6,,,,,,,
,219,20,26.3,,,,,,,
,219,21,24.9,,,,,,,
,219,22,23.7,,,,,,,
,219,23,22.5,,,,,,,
,219,24,21.2,,,,,,,
,220,1,20.4,,,,,,,
,220,2,19.4,,,,,,,
,220,3,18.9,,,,,,,
,220,4,18.4,,,,,,,
,220,5,18,,,,,,,
,220,6,17.9,,,,,,,
,220,7,19,,,,,,,
,220,8,20.6,,,,,,,
,220,9,22.6,,,,,,,
,220,10,24.3,,,,,,,
,220,11,26.1,,,,,,,
,220,12,27.5,,,,,,,
,220,13,28.6,,,,,,,
,220,14,29.5,,,,,,,
,220,15,30.1,,,,,,,
,220,16,30.3,,,,,,,
,220,17,30.1,,,,,,,
,220,18,29.5,,,,,,,
,220,19,28.4,,,,,,,
,220,20,27.1,,,,,,,
,220,21,25.8,,,,,,,
,220,22,24.6,,,,,,,
,220,23,23.4,,,,,,,
,220,24,22.2,,,,,,,
,221,1,21.5,,,,,,,
,221,2,20.8,,,,,,,
,221,3,20.4,,,,,,,
,221,4,20,,,,,,,
,221,5,19.7,,,,,,,
,221,6,19.6,,,,,,,
,221,7,20.6,,,,,,,
,221,8,21.7,,,,,,,
,221,9,23,,,,,,,
,221,10,24.6,,,,,,,
,221,11,25.7,,,,,,,
,221,12,26.6,,,,,,,
,221,13,27.3,,,,,,,
,221,14,27.7,,,,,,,
,221,15,27.8,,,,,,,
,221,16,27.6,,,,,,,
,221,17,27.2,,,,,,,
,221,18,26.4,,,,,,,
,221,19,25.3,,,,,,,
,221,20,24.7,,,,,,,
,221,21,23.9,,,,,,,
,221,22,23.1,,,,,,,
,221,23,22.4,,,,,,,
,221,24,21.7,,,,,,,
,222,1,21.3,,,,,,,
,222,2,20.8,,,,,,,
,222,3,20.5,,,,,,,
,222,4,20.1,,,,,,,
,222,5,19.8,,,,,,,
,222,6,19.7,,,,,,,
,222,7,21,,,,,,,
,222,8,23.2,,,,,,,
,222,9,25.8,,,,,,,
,222,10,28.4,,,,,,,
,222,11,30.8,,,,,,,
,222,12,31.3,,,,,,,
,222,13,31.8,,,,,,,
,222,14,32.1,,,,,,,
,222,15,32.1,,,,,,,
,222,16,32,,,,,,,
,222,17,31.4,,,,,,,
,222,18,30.5,,,,,,,
,222,19,29.2,,,,,,,
,222,20,27.7,,,,,,,
,222,21,26.3,,,,,,,
,222,22,25.6,,,,,,,
,222,23,24.9,,,,,,,
,222,24,24.3,,,,,,,
,223,1,24.4,,,,,,,
,223,2,23.4,,,,,,,
,223,3,24.6,,,,,,,
,223,4,25.1,,,,,,,
,223,5,25.2,,,,,,,
,223,6,24.6,,,,,,,
,223,7,25,,,,,,,
,223,8,25.9,,,,,,,
,223,9,26.6,,,,,,,
,223,10,27.5,,,,,,,
,223,11,28.5,,,,,,,
,223,12,29.1,,,,,,,
,223,13,29.5,,,,,,,
,223,14,29.8,,,,,,,
,223,15,30,,,,,,,
,223,16,30.1,,,,,,,
,223,17,30,,,,,,,
,223,18,29.7,,,,,,,
,223,19,29.5,,,,,,,
,223,20,29.2,,,,,,,
,223,21,28.8,,,,,,,
,223,22,27.8,,,,,,,
,223,23,27,,,,,,,
,223,24,26.2,,,,,,,
,224,1,24.4,,,,,,,
,224,2,22.4,,,,,,,
,224,3,21.4,,,,,,,
,224,4,20.3,,,,,,,
,224,5,19.6,,,,,,,
,224,6,19.5,,,,,,,
,224,7,20.1,,,,,,,
,224,8,21.4,,,,,,,
,224,9,22.9,,,,,,,
,224,10,24.4,,,,,,,
,224,11,26,,,,,,,
,224,12,27.3,,,,,,,
,224,13,28.5,,,,,,,
,224,14,29.5,,,,,,,
,224,15,30.1,,,,,,,
,224,16,30.3,,,,,,,
,224,17,30.2,,,,,,,
,224,18,29.6,,,,,,,
,224,19,28.5,,,,,,,
,224,20,27.2,,,,,,,
,224,21,25.9,,,,,,,
,224,22,24.2,,,,,,,
,224,23,22.4,,,,,,,
,224,24,20.6,,,,,,,
,225,1,19.6,,,,,,,
,225,2,18.5,,,,,,,
,225,3,17.9,,,,,,,
,225,4,17.3,,,,,,,
,225,5,16.9,,,,,,,
,225,6,16.8,,,,,,,
,225,7,17.6,,,,,,,
,225,8,19.1,,,,,,,
,225,9,20.7,,,,,,,
,225,10,22.6,,,,,,,
,225,11,24.2,,,,,,,
,225,12,25.7,,,,,,,
,225,13,27,,,,,,,
,225,14,27.9,,,,,,,
,225,15,28.7,,,,,,,
,225,16,29,,,,,,,
,225,17,28.9,,,,,,,
,225,18,28.4,,,,,,,
,225,19,27.4,,,,,,,
,225,20,26.2,,,,,,,
,225,21,24.9,,,,,,,
,225,22,23,,,,,,,
,225,23,21.1,,,,,,,
,225,24,19.2,,,,,,,
,226,1,17.8,,,,,,,
,226,2,16.2,,,,,,,
,226,3,15.4,,,,,,,
,226,4,14.6,,,,,,,
,226,5,14,,,,,,,
,226,6,13.9,,,,,,,
,226,7,14.6,,,,,,,
,226,8,15.9,,,,,,,
,226,9,17.6,,,,,,,
,226,10,19.3,,,,,,,
,226,11,21,,,,,,,
,226,12,22.5,,,,,,,
,226,13,23.7,,,,,,,
,226,14,24.6,,,,,,,
,226,15,25.2,,,,,,,
,226,16,25.4,,,,,,,
,226,17,25.3,,,,,,,
,226,18,24.6,,,,,,,
,226,19,23.5,,,,,,,
,226,20,22.2,,,,,,,
,226,21,20.9,,,,,,,
,226,22,19.5,,,,,,,
,226,23,18.1,,,,,,,
,226,24,16.7,,,,,,,
,227,1,16,,,,,,,
,227,2,15.3,,,,,,,
,227,3,14.9,,,,,,,
,227,4,14.4,,,,,,,
,227,5,14.1,,,,,,,
,227,6,14.1,,,,,,,
,227,7,14.8,,,,,,,
,227,8,16.2,,,,,,,
,227,9,18,,,,,,,
,227,10,19.8,,,,,,,
,227,11,21.7,,,,,,,
,227,12,23.3,,,,,,,
,227,13,24.7,,,,,,,
,227,14,25.7,,,,,,,
,227,15,26.3,,,,,,,
,227,16,26.6,,,,,,,
,227,17,26.6,,,,,,,
,227,18,26,,,,,,,
,227,19,24.9,,,,,,,
,227,20,23.5,,,,,,,
,227,21,22.8,,,,,,,
,227,22,22,,,,,,,
,227,23,21.3,,,,,,,
,227,24,20.6,,,,,,,
,228,1,20.3,,,,,,,
,228,2,20,,,,,,,
,228,3,19.9,,,,,,,
,228,4,19.8,,,,,,,
,228,5,19.7,,,,,,,
,228,6,19.8,,,,,,,
,228,7,19.2,,,,,,,
,228,8,20.1,,,,,,,
,228,9,20.9,,,,,,,
,228,10,21.1,,,,,,,
,228,11,22.1,,,,,,,
,228,12,23.1,,,,,,,
,228,13,23.9,,,,,,,
,228,14,24.6,,,,,,,
,228,15,25.4,,,,,,,
,228,16,26.1,,,,,,,
,228,17,26.3,,,,,,,
,228,18,26.2,,,,,,,
,228,19,25.9,,,,,,,
,228,20,25.1,,,,,,,
,228,21,24,,,,,,,
,228,22,22.7,,,,,,,
,228,23,21.5,,,,,,,
,228,24,20.3,,,,,,,
,229,1,18.9,,,,,,,
,229,2,17.4,,,,,,,
,229,3,16.6,,,,,,,
,229,4,15.9,,,,,,,
,229,5,15.3,,,,,,,
,229,6,15.2,,,,,,,
,229,7,15.6,,,,,,,
,229,8,16.5,,,,,,,
,229,9,17.8,,,,,,,
,229,10,19.5,,,,,,,
,229,11,20.9,,,,,,,
,229,12,22.4,,,,,,,
,229,13,23.6,,,,,,,
,229,14,24.3,,,,,,,
,229,15,24.7,,,,,,,
,229,16,24.8,,,,,,,
,229,17,24.6,,,,,,,
,229,18,24,,,,,,,
,229,19,23,,,,,,,
,229,20,21.9,,,,,,,
,229,21,20.6,,,,,,,
,229,22,19.3,,,,,,,
,229,23,18.1,,,,,,,
,229,24,16.8,,,,,,,
,230,1,16.1,,,,,,,
,230,2,15.4,,,,,,,
,230,3,15,,,,,,,
,230,4,14.6,,,,,,,
,230,5,14.4,,,,,,,
,230,6,14.3,,,,,,,
,230,7,14.7,,,,,,,
,230,8,15.5,,,,,,,
,230,9,16.4,,,,,,,
,230,10,17.4,,,,,,,
,230,11,18.4,,,,,,,
,230,12,19.5,,,,,,,
,230,13,20.4,,,,,,,
,230,14,21.1,,,,,,,
,230,15,21.7,,,,,,,
,230,16,22.1,,,,,,,
,230,17,22.2,,,,,,,
,230,18,22.3,,,,,,,
,230,19,21.9,,,,,,,
,230,20,21,,,,,,,
,230,21,20.2,,,,,,,
,230,22,19.4,,,,,,,
,230,23,18.5,,,,,,,
,230,24,17.7,,,,,,,
,231,1,17.2,,,,,,,
,231,2,16.7,,,,,,,
,231,3,16.4,,,,,,,
,231,4,16.1,,,,,,,
,231,5,15.9,,,,,,,
,231,6,15.9,,,,,,,
,231,7,16.2,,,,,,,
,231,8,17,,,,,,,
,231,9,17.9,,,,,,,
,231,10,18.8,,,,,,,
,231,11,19.7,,,,,,,
,231,12,20.6,,,,,,,
,231,13,21.4,,,,,,,
,231,14,21.8,,,,,,,
,231,15,22.1,,,,,,,
,231,16,22.3,,,,,,,
,231,17,22.2,,,,,,,
,231,18,22,,,,,,,
,231,19,21.3,,,,,,,
,231,20,20.4,,,,,,,
,231,21,20,,,,,,,
,231,22,19.4,,,,,,,
,231,23,18.7,,,,,,,
,231,24,17.7,,,,,,,
,232,1,17.7,,,,,,,
,232,2,17.3,,,,,,,
,232,3,17.1,,,,,,,
,232,4,16.9,,,,,,,
,232,5,16.8,,,,,,,
,232,6,16.8,,,,,,,
,232,7,17.3,,,,,,,
,232,8,17.7,,,,,,,
,232,9,19.2,,,,,,,
,232,10,20.5,,,,,,,
,232,11,21.5,,,,,,,
,232,12,22.3,,,,,,,
,232,13,23.3,,,,,,,
,232,14,23.5,,,,,,,
,232,15,24.4,,,,,,,
,232,16,25.3,,,,,,,
,232,17,25.8,,,,,,,
,232,18,26.1,,,,,,,
,232,19,25.7,,,,,,,
,232,20,24.7,,,,,,,
,232,21,23.6,,,,,,,
,232,22,22.6,,,,,,,
,232,23,21.5,,,,,,,
,232,24,20.4,,,,,,,
,233,1,19.4,,,,,,,
,233,2,18.2,,,,,,,
,233,3,17.6,,,,,,,
,233,4,17,,,,,,,
,233,5,16.6,,,,,,,
,233,6,16.5,,,,,,,
,233,7,17.1,,,,,,,
,233,8,18.3,,,,,,,
,233,9,20,,,,,,,
,233,10,21.6,,,,,,,
,233,11,23.1,,,,,,,
,233,12,24.4,,,,,,,
,233,13,25.5,,,,,,,
,233,14,26.5,,,,,,,
,233,15,27.1,,,,,,,
,233,16,27.3,,,,,,,
,233,17,27.2,,,,,,,
,233,18,26.7,,,,,,,
,233,19,25.8,,,,,,,
,233,20,24.6,,,,,,,
,233,21,23.2,,,,,,,
,233,22,21.8,,,,,,,
,233,23,20.4,,,,,,,
,233,24,19,,,,,,,
,234,1,18.2,,,,,,,
,234,2,17.4,,,,,,,
,234,3,16.5,,,,,,,
,234,4,16.1,,,,,,,
,234,5,15.7,,,,,,,
,234,6,15.4,,,,,,,
,234,7,15.6,,,,,,,
,234,8,16.3,,,,,,,
,234,9,17,,,,,,,
,234,10,17.7,,,,,,,
,234,11,18.4,,,,,,,
,234,12,19.2,,,,,,,
,234,13,19.9,,,,,,,
,234,14,20.5,,,,,,,
,234,15,20.9,,,,,,,
,234,16,21,,,,,,,
,234,17,20.5,,,,,,,
,234,18,20.3,,,,,,,
,234,19,19.8,,,,,,,
,234,20,19,,,,,,,
,234,21,18.3,,,,,,,
,234,22,16.9,,,,,,,
,234,23,16.7,,,,,,,
,234,24,15.9,,,,,,,
,235,1,15.5,,,,,,,
,235,2,15,,,,,,,
,235,3,14.5,,,,,,,
,235,4,14.2,,,,,,,
,235,5,14,,,,,,,
,235,6,13.8,,,,,,,
,235,7,14.3,,,,,,,
,235,8,15.6,,,,,,,
,235,9,16.7,,,,,,,
,235,10,18.3,,,,,,,
,235,11,19.9,,,,,,,
,235,12,21.7,,,,,,,
,235,13,23.4,,,,,,,
,235,14,24.6,,,,,,,
,235,15,25.3,,,,,,,
,235,16,25.4,,,,,,,
,235,17,25.2,,,,,,,
,235,18,24.6,,,,,,,
,235,19,23.5,,,,,,,
,235,20,22.2,,,,,,,
,235,21,21,,,,,,,
,235,22,19.9,,,,,,,
,235,23,18.7,,,,,,,
,235,24,17.6,,,,,,,
,236,1,16.5,,,,,,,
,236,2,15.4,,,,,,,
,236,3,14.3,,,,,,,
,236,4,13.7,,,,,,,
,236,5,13.1,,,,,,,
,236,6,12.7,,,,,,,
,236,7,13,,,,,,,
,236,8,14,,,,,,,
,236,9,16.1,,,,,,,
,236,10,17.9,,,,,,,
,236,11,19.3,,,,,,,
,236,12,20,,,,,,,
,236,13,20.7,,,,,,,
,236,14,21,,,,,,,
,236,15,21.2,,,,,,,
,236,16,20.9,,,,,,,
,236,17,20.5,,,,,,,
,236,18,19.8,,,,,,,
,236,19,18.7,,,,,,,
,236,20,17.6,,,,,,,
,236,21,16.8,,,,,,,
,236,22,15.9,,,,,,,
,236,23,15.1,,,,,,,
,236,24,14.3,,,,,,,
,237,1,13.9,,,,,,,
,237,2,13.5,,,,,,,
,237,3,13.1,,,,,,,
,237,4,12.9,,,,,,,
,237,5,12.7,,,,,,,
,237,6,12.6,,,,,,,
,237,7,12.9,,,,,,,
,237,8,14.1,,,,,,,
,237,9,15.2,,,,,,,
,237,10,16.7,,,,,,,
,237,11,18.3,,,,,,,
,237,12,20,,,,,,,
,237,13,21.3,,,,,,,
,237,14,22.3,,,,,,,
,237,15,22.8,,,,,,,
,237,16,23,,,,,,,
,237,17,22.8,,,,,,,
,237,18,22.1,,,,,,,
,237,19,21.2,,,,,,,
,237,20,20,,,,,,,
,237,21,19.1,,,,,,,
,237,22,18.1,,,,,,,
,237,23,17.1,,,,,,,
,237,24,16.1,,,,,,,
,238,1,15.2,,,,,,,
,238,2,14.2,,,,,,,
,238,3,13.2,,,,,,,
,238,4,12.7,,,,,,,
,238,5,12.2,,,,,,,
,238,6,11.8,,,,,,,
,238,7,12.1,,,,,,,
,238,8,13.8,,,,,,,
,238,9,15.7,,,,,,,
,238,10,17.4,,,,,,,
,238,11,19,,,,,,,
,238,12,20.3,,,,,,,
,238,13,21.3,,,,,,,
,238,14,22.2,,,,,,,
,238,15,22.7,,,,,,,
,238,16,22.7,,,,,,,
,238,17,22.4,,,,,,,
,238,18,21.5,,,,,,,
,238,19,20.3,,,,,,,
,238,20,18.9,,,,,,,
,238,21,18,,,,,,,
,238,22,17.2,,,,,,,
,238,23,16.3,,,,,,,
,238,24,15.5,,,,,,,
,239,1,15,,,,,,,
,239,2,14.6,,,,,,,
,239,3,14.1,,,,,,,
,239,4,13.9,,,,,,,
,239,5,13.7,,,,,,,
,239,6,13.5,,,,,,,
,239,7,13.7,,,,,,,
,239,8,14,,,,,,,
,239,9,13.9,,,,,,,
,239,10,14.2,,,,,,,
,239,11,14.9,,,,,,,
,239,12,15.7,,,,,,,
,239,13,15.8,,,,,,,
,239,14,17.4,,,,,,,
,239,15,18.2,,,,,,,
,239,16,18.5,,,,,,,
,239,17,18.5,,,,,,,
,239,18,18.2,,,,,,,
,239,19,17.8,,,,,,,
,239,20,17.2,,,,,,,
,239,21,16.7,,,,,,,
,239,22,16,,,,,,,
,239,23,15.7,,,,,,,
,239,24,15.1,,,,,,,
,240,1,14.8,,,,,,,
,240,2,14.3,,,,,,,
,240,3,13.8,,,,,,,
,240,4,13.1,,,,,,,
,240,5,13.1,,,,,,,
,240,6,13,,,,,,,
,240,7,13.5,,,,,,,
,240,8,15.8,,,,,,,
,240,9,16.2,,,,,,,
,240,10,15.9,,,,,,,
,240,11,16.6,,,,,,,
,240,12,17.1,,,,,,,
,240,13,17.9,,,,,,,
,240,14,19.3,,,,,,,
,240,15,19.6,,,,,,,
,240,16,20.1,,,,,,,
,240,17,20.2,,,,,,,
,240,18,19.9,,,,,,,
,240,19,19.2,,,,,,,
,240,20,18.3,,,,,,,
,240,21,17.7,,,,,,,
,240,22,17.1,,,,,,,
,240,23,16.5,,,,,,,
,240,24,16,,,,,,,
,241,1,15.6,,,,,,,
,241,2,15.2,,,,,,,
,241,3,14.8,,,,,,,
,241,4,14.6,,,,,,,
,241,5,14.3,,,,,,,
,241,6,14.2,,,,,,,
,241,7,14.4,,,,,,,
,241,8,15.6,,,,,,,
,241,9,16.9,,,,,,,
,241,10,18,,,,,,,
,241,11,19.1,,,,,,,
,241,12,19.9,,,,,,,
,241,13,20.7,,,,,,,
,241,14,21.3,,,,,,,
,241,15,21.6,,,,,,,
,241,16,21.6,,,,,,,
,241,17,21.4,,,,,,,
,241,18,20.8,,,,,,,
,241,19,19.7,,,,,,,
,241,20,19.2,,,,,,,
,241,21,18.4,,,,,,,
,241,22,17.6,,,,,,,
,241,23,16.7,,,,,,,
,241,24,16,,,,,,,
,242,1,15.3,,,,,,,
,242,2,14.6,,,,,,,
,242,3,13.9,,,,,,,
,242,4,13.5,,,,,,,
,242,5,13.1,,,,,,,
,242,6,12.8,,,,,,,
,242,7,13,,,,,,,
,242,8,14.1,,,,,,,
,242,9,15.3,,,,,,,
,242,10,16.5,,,,,,,
,242,11,17.6,,,,,,,
,242,12,18.5,,,,,,,
,242,13,19.1,,,,,,,
,242,14,19.5,,,,,,,
,242,15,19.8,,,,,,,
,242,16,19.8,,,,,,,
,242,17,19.5,,,,,,,
,242,18,19.2,,,,,,,
,242,19,18.4,,,,,,,
,242,20,17.5,,,,,,,
,242,21,16.5,,,,,,,
,242,22,15.6,,,,,,,
,242,23,14.7,,,,,,,
,242,24,13.7,,,,,,,
,243,1,13.1,,,,,,,
,243,2,12.3,,,,,,,
,243,3,11.6,,,,,,,
,243,4,11.2,,,,,,,
,243,5,10.9,,,,,,,
,243,6,10.6,,,,,,,
,243,7,10.8,,,,,,,
,243,8,11.9,,,,,,,
,243,9,13.2,,,,,,,
,243,10,14.9,,,,,,,
,243,11,16.6,,,,,,,
,243,12,18.3,,,,,,,
,243,13,19.6,,,,,,,
,243,14,20.2,,,,,,,
,243,15,20.5,,,,,,,
,243,16,20.4,,,,,,,
,243,17,19.9,,,,,,,
,243,18,19.2,,,,,,,
,243,19,18.2,,,,,,,
,243,20,17,,,,,,,
,243,21,15.9,,,,,,,
,243,22,14.8,,,,,,,
,243,23,13.7,,,,,,,
,243,24,12.6,,,,,,,
septembre,244,1,11.7,,,,,,,
,244,2,10.7,,,,,,,
,244,3,9.7,,,,,,,
,244,4,9.1,,,,,,,
,244,5,8.6,,,,,,,
,244,6,8.2,,,,,,,
,244,7,8.5,,,,,,,
,244,8,11,,,,,,,
,244,9,13.7,,,,,,,
,244,10,16.3,,,,,,,
,244,11,18.8,,,,,,,
,244,12,21,,,,,,,
,244,13,22.8,,,,,,,
,244,14,24,,,,,,,
,244,15,24.7,,,,,,,
,244,16,24.9,,,,,,,
,244,17,24.5,,,,,,,
,244,18,23.4,,,,,,,
,244,19,21.6,,,,,,,
,244,20,19.6,,,,,,,
,244,21,18.4,,,,,,,
,244,22,17.2,,,,,,,
,244,23,16,,,,,,,
,244,24,14.9,,,,,,,
,245,1,14.1,,,,,,,
,245,2,13.3,,,,,,,
,245,3,12.5,,,,,,,
,245,4,12.1,,,,,,,
,245,5,11.6,,,,,,,
,245,6,11.3,,,,,,,
,245,7,11.4,,,,,,,
,245,8,12.3,,,,,,,
,245,9,13.4,,,,,,,
,245,10,14.4,,,,,,,
,245,11,15.7,,,,,,,
,245,12,16.5,,,,,,,
,245,13,17.1,,,,,,,
,245,14,17.5,,,,,,,
,245,15,17.9,,,,,,,
,245,16,17.9,,,,,,,
,245,17,17.7,,,,,,,
,245,18,17.2,,,,,,,
,245,19,16.4,,,,,,,
,245,20,15.6,,,,,,,
,245,21,14.7,,,,,,,
,245,22,13.8,,,,,,,
,245,23,12.9,,,,,,,
,245,24,12,,,,,,,
,246,1,11.3,,,,,,,
,246,2,10.6,,,,,,,
,246,3,9.9,,,,,,,
,246,4,9.6,,,,,,,
,246,5,9.2,,,,,,,
,246,6,8.9,,,,,,,
,246,7,9.2,,,,,,,
,246,8,11.4,,,,,,,
,246,9,13.8,,,,,,,
,246,10,16.2,,,,,,,
,246,11,18.6,,,,,,,
,246,12,20.6,,,,,,,
,246,13,22.1,,,,,,,
,246,14,23.2,,,,,,,
,246,15,23.9,,,,,,,
,246,16,24.1,,,,,,,
,246,17,23.7,,,,,,,
,246,18,22.6,,,,,,,
,246,19,21,,,,,,,
,246,20,19.3,,,,,,,
,246,21,17.9,,,,,,,
,246,22,16.5,,,,,,,
,246,23,15.1,,,,,,,
,246,24,13.8,,,,,,,
,247,1,12.7,,,,,,,
,247,2,11.4,,,,,,,
,247,3,10.2,,,,,,,
,247,4,9.5,,,,,,,
,247,5,8.8,,,,,,,
,247,6,8.3,,,,,,,
,247,7,8.5,,,,,,,
,247,8,10.2,,,,,,,
,247,9,12.3,,,,,,,
,247,10,14.3,,,,,,,
,247,11,16.1,,,,,,,
,247,12,17.8,,,,,,,
,247,13,19.3,,,,,,,
,247,14,20.3,,,,,,,
,247,15,21,,,,,,,
,247,16,21.2,,,,,,,
,247,17,20.9,,,,,,,
,247,18,20,,,,,,,
,247,19,18.5,,,,,,,
,247,20,16.8,,,,,,,
,247,21,16,,,,,,,
,247,22,15.1,,,,,,,
,247,23,14.2,,,,,,,
,247,24,13.3,,,,,,,
,248,1,12.9,,,,,,,
,248,2,12.5,,,,,,,
,248,3,12.1,,,,,,,
,248,4,11.9,,,,,,,
,248,5,11.6,,,,,,,
,248,6,11.5,,,,,,,
,248,7,11.6,,,,,,,
,248,8,12.7,,,,,,,
,248,9,14.1,,,,,,,
,248,10,15.5,,,,,,,
,248,11,16.9,,,,,,,
,248,12,18,,,,,,,
,248,13,18.8,,,,,,,
,248,14,19.4,,,,,,,
,248,15,19.6,,,,,,,
,248,16,19.6,,,,,,,
,248,17,19.3,,,,,,,
,248,18,18.6,,,,,,,
,248,19,17.7,,,,,,,
,248,20,16.8,,,,,,,
,248,21,16.3,,,,,,,
,248,22,15.8,,,,,,,
,248,23,15.3,,,,,,,
,248,24,14.8,,,,,,,
,249,1,14.5,,,,,,,
,249,2,14.2,,,,,,,
,249,3,13.9,,,,,,,
,249,4,13.7,,,,,,,
,249,5,13.6,,,,,,,
,249,6,13.5,,,,,,,
,249,7,13.6,,,,,,,
,249,8,13.9,,,,,,,
,249,9,14.1,,,,,,,
,249,10,14.3,,,,,,,
,249,11,16.1,,,,,,,
,249,12,17.9,,,,,,,
,249,13,19.1,,,,,,,
,249,14,20.4,,,,,,,
,249,15,21.1,,,,,,,
,249,16,21.7,,,,,,,
,249,17,21.9,,,,,,,
,249,18,21.3,,,,,,,
,249,19,20.6,,,,,,,
,249,20,19.7,,,,,,,
,249,21,19.4,,,,,,,
,249,22,19.1,,,,,,,
,249,23,18.8,,,,,,,
,249,24,18.5,,,,,,,
,250,1,18.1,,,,,,,
,250,2,17.7,,,,,,,
,250,3,17.4,,,,,,,
,250,4,17.2,,,,,,,
,250,5,17,,,,,,,
,250,6,16.8,,,,,,,
,250,7,16.9,,,,,,,
,250,8,19.7,,,,,,,
,250,9,22.4,,,,,,,
,250,10,22.7,,,,,,,
,250,11,21.8,,,,,,,
,250,12,21.3,,,,,,,
,250,13,20.9,,,,,,,
,250,14,21.9,,,,,,,
,250,15,22.6,,,,,,,
,250,16,24.1,,,,,,,
,250,17,24.9,,,,,,,
,250,18,24.7,,,,,,,
,250,19,24,,,,,,,
,250,20,23.1,,,,,,,
,250,21,22.1,,,,,,,
,250,22,21.1,,,,,,,
,250,23,20.1,,,,,,,
,250,24,19.1,,,,,,,
,251,1,18.2,,,,,,,
,251,2,17.3,,,,,,,
,251,3,16.3,,,,,,,
,251,4,15.9,,,,,,,
,251,5,15.4,,,,,,,
,251,6,15.1,,,,,,,
,251,7,15.2,,,,,,,
,251,8,17,,,,,,,
,251,9,19.3,,,,,,,
,251,10,21.6,,,,,,,
,251,11,23.8,,,,,,,
,251,12,25.8,,,,,,,
,251,13,27.4,,,,,,,
,251,14,28.6,,,,,,,
,251,15,29.3,,,,,,,
,251,16,29.5,,,,,,,
,251,17,29.2,,,,,,,
,251,18,28.1,,,,,,,
,251,19,26.6,,,,,,,
,251,20,25,,,,,,,
,251,21,23.1,,,,,,,
,251,22,21.2,,,,,,,
,251,23,19.3,,,,,,,
,251,24,17.4,,,,,,,
,252,1,15.7,,,,,,,
,252,2,13.9,,,,,,,
,252,3,12.1,,,,,,,
,252,4,11.1,,,,,,,
